Fri Aug 11 15:17:42 2023    stats.prof

         14279460 function calls (13935027 primitive calls) in 18.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:386(__getattr__)
       67    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cgutils.py:234(_cast_member_from_value)
       43    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:220(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:74(<lambda>)
       39    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\evalf.py:1430(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1124(MethodTemplate)
       74    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:346(has_nrt_meminfo)
       48    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\imputils.py:95(lower_cast)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:754(_callback_add_compiler_timer)
       83    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:431(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\enum.py:1504(__and__)
       10    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2770(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\arrayobj.py:4219(_check_const_str_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:235(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:329(find_cookie)
       14    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\misc\llvm_pass_timings.py:288(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\polyhedron.py:1011(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_sputils.py:308(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\subsets.py:6(Subset)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\bufproto.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\extending.py:172(overload_attribute)
       23    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:290(get_env_name)
       26    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\relational.py:1557(<genexpr>)
       43    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\bytecode.py:229(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:872(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:515(lowering_class)
       68    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:248(from_argument)
       54    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:143(pre_block)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\enum.py:349(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\functions\elementary\piecewise.py:45(cond)
       11    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:1226(_as_mpf_op)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\builtins.py:129(none_equality)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:478(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:54(Math_converter)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:260(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:697(get_model)
       38    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:447(get_value_type)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\analysis.py:322(do_prune)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\builtins.py:459(bool_none)
       20    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\_collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:79(Math_hypot)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\compiler_lock.py:31(__call__)
       16    0.000    0.000    0.000    0.000 {built-in method math.frexp}
       67    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\cmathdecl.py:24(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\utils.py:56(<genexpr>)
       40    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\polys\matrices\sdm.py:73(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:788(__new__)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\compiler_machinery.py:103(get_analysis)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\setobj.py:372(SetInstance)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:44(Math_atan2)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\numpy_support.py:706(type_can_asarray)
       68    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1518(instructions)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:105(Math_pow)
       38    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\evalf.py:1425(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\matrices.py:1033(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\typing.py:868(__eq__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu_options.py:53(__bool__)
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\coordsysrect.py:1024(_check_strings)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\cmathdecl.py:27(CMath_predicate)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\numpy_support.py:222(map_layout)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:1407(Variable)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:1970(__hash__)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:438(build_list)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
       27    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\numbers.py:1185(bool_as_bool)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\dis.py:395(_parse_varint)
       17    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_compressed.py:108(getnnz)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:300(ismethod)
       38    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:2287(__index__)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\polys\matrices\sdm.py:283(to_list)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
       36    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\dis.py:420(_is_backward_jump)
       68    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1535(outgoing_phis)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:908(set_context)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:167(Token)
       68    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1544(blockstack_initial)
       55    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ssa.py:224(on_other)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\dyadic.py:275(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:2529(op_STORE_SUBSCR)
        5    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\polys\matrices\sdm.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:567(discover)
       11    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:483(get_call_signature)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:412(_TensorDataLazyEvaluator)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\inline_closurecall.py:351(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:283(ismodule)
       30    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\function.py:614(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\free_groups.py:342(FreeGroupElement)
       52    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:708(class_key)
       62    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:349(get_nrt_meminfo)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\extending.py:24(type_callable)
       93    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       14    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:1473(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:917(__repr__)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\functions\elementary\complexes.py:68(eval)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\matrices.py:1028(<listcomp>)
       54    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:236(as_data)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:897(find_distributions)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:927(Node)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\polys\domains\integerring.py:53(to_sympy)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\arraydecl.py:159(check_contiguity)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:393(__getitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:341(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:445(op_COPY_FREE_VARS)
       12    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:227(__exit__)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:679(min)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_coo.py:240(getnnz)
       11    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:1726(get_closure_value)
       11    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\ufunc\array_exprs.py:390(<genexpr>)
       37    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:94(_IndexStructure)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:89(Math_predicate)
       23    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\decorators.py:72(call_highest_priority)
       14    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\relational.py:1510(<genexpr>)
       23    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\llvm_bindings.py:16(_inlining_threshold)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:290(_guard_with_as)
        8    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:597(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_base.py:105(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\functions\elementary\complexes.py:190(eval)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:434(_get_literal_prefix)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\lambdify.py:1179(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\symbol.py:39(__new__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1234(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\typed\typeddict.py:82(Dict)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\utils.py:370(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_compressed.py:1127(__get_sorted)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:108(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:808(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\vector.py:249(_projections)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\interpolate\_interpolate.py:362(_check_broadcast_up_to)
       26    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu_options.py:25(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:572(get_bound_function)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\containers.py:285(is_types_iterable)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\listobj.py:148(ListInstance)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:363(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\npytypes.py:463(mangling_args)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\analysis.py:487(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\compiler_machinery.py:36(__init__)
       22    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:219(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:191(enable_boundscheck)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\integrals.py:14(ParametricIntegral)
       16    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:845(_is_valid_dispatch_type)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1749(currentframe)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\typing.py:287(_deduplicate)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:620(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\group_constructs.py:1(<module>)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\inline_closurecall.py:320(check)
       16    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\functions.py:499(_get_object)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1011(op_STORE_SUBSCR)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\runtime\context.py:30(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\enum.py:234(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:421(_unwrap_partial)
        9    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\extending.py:298(StructAttribute)
       14    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:1045(<listcomp>)
       20    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:1363(Attribute)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:136(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:892(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\typed\listobject.py:1446(ListIterInstance)
       12    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:223(__enter__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\compiler.py:350(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\event.py:262(__init__)
       29    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\mathimpl.py:108(_unary_int_input_wrapper_impl)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\typing.py:2530(overload)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:782(descr)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_sputils.py:109(getdtype)
       32    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\expr.py:1075(as_ordered_factors)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:110(get_named_metadata)
       16    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:85(add_named_metadata)
       23    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\conflict.py:67(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\matrices.py:1020(make_explicit_row)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\typeof.py:145(_typeof_numpy_scalar)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\registry.py:5(register)
       33    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\debuginfo.py:66(mark_variable)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\polyhedron.py:11(Polyhedron)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\textwrap.py:112(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:100(__init__)
